Match Number,Round Number,Date,Location,Home Team,Away Team,Result
161,18,18/01/2026 15:30,Estádio de São Miguel,Santa Clara,FC Famalicão,
162,18,18/01/2026 15:30,Estádio D. Afonso Henriques,Vitória SC,FC Porto,
163,19,25/01/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,AFS,
164,19,25/01/2026 15:30,Estádio Municipal de Braga,SC Braga,FC Alverca,
165,19,25/01/2026 15:30,Estádio do Dragão,FC Porto,Gil Vicente FC,
166,19,25/01/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,Santa Clara,
167,19,25/01/2026 15:30,Estádio da Madeira,CD Nacional,Rio Ave FC,
168,19,25/01/2026 15:30,Estadio António Coimbra da Mota,Estoril Praia,Vitória SC,
169,19,25/01/2026 15:30,Estádio Municipal de Arouca,FC Arouca,Sporting CP,
170,19,25/01/2026 15:30,Estádio Municipal de Famalicão,FC Famalicão,CD Tondela,
171,19,25/01/2026 15:30,Estádio da Luz,SL Benfica,Estrela Amadora,
172,20,01/02/2026 15:30,Estádio José Alvalade,Sporting CP,CD Nacional,
173,20,01/02/2026 15:30,Estádio do Rio Ave FC,Rio Ave FC,FC Arouca,
174,20,01/02/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente FC,FC Famalicão,
175,20,01/02/2026 15:30,Estádio João Cardoso,CD Tondela,SL Benfica,
176,20,01/02/2026 15:30,Estádio do CD Aves,AFS,SC Braga,
177,20,01/02/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,FC Porto,
178,20,01/02/2026 15:30,Complexo Desportivo FC Alverca,FC Alverca,Estrela Amadora,
179,20,01/02/2026 15:30,Estádio de São Miguel,Santa Clara,Estoril Praia,
180,20,01/02/2026 15:30,Estádio D. Afonso Henriques,Vitória SC,Moreirense FC,
181,21,08/02/2026 15:30,Estádio Municipal de Famalicão,FC Famalicão,AFS,
182,21,08/02/2026 15:30,Estádio da Madeira,CD Nacional,Casa Pia AC,
183,21,08/02/2026 15:30,Estádio da Luz,SL Benfica,FC Alverca,
184,21,08/02/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,Gil Vicente FC,
185,21,08/02/2026 15:30,Estádio José Gomes,Estrela Amadora,Santa Clara,
186,21,08/02/2026 15:30,Estadio António Coimbra da Mota,Estoril Praia,CD Tondela,
187,21,08/02/2026 15:30,Estádio Municipal de Arouca,FC Arouca,Vitória SC,
188,21,08/02/2026 15:30,Estádio do Dragão,FC Porto,Sporting CP,
189,21,08/02/2026 15:30,Estádio Municipal de Braga,SC Braga,Rio Ave FC,
190,22,15/02/2026 15:30,Estádio D. Afonso Henriques,Vitória SC,Estrela Amadora,
191,22,15/02/2026 15:30,Estádio João Cardoso,CD Tondela,FC Alverca,
192,22,15/02/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,FC Arouca,
193,22,15/02/2026 15:30,Estádio José Alvalade,Sporting CP,FC Famalicão,
194,22,15/02/2026 15:30,Estádio do Rio Ave FC,Rio Ave FC,Moreirense FC,
195,22,15/02/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente FC,SC Braga,
196,22,15/02/2026 15:30,Estádio de São Miguel,Santa Clara,SL Benfica,
197,22,15/02/2026 15:30,Estádio do CD Aves,AFS,Estoril Praia,
198,22,15/02/2026 15:30,Estádio da Madeira,CD Nacional,FC Porto,
199,23,22/02/2026 15:30,Estádio da Luz,SL Benfica,AFS,
200,23,22/02/2026 15:30,Estádio Municipal de Famalicão,FC Famalicão,Casa Pia AC,
201,23,22/02/2026 15:30,Estadio António Coimbra da Mota,Estoril Praia,Gil Vicente FC,
202,23,22/02/2026 15:30,Estádio José Gomes,Estrela Amadora,CD Tondela,
203,23,22/02/2026 15:30,Complexo Desportivo FC Alverca,FC Alverca,Santa Clara,
204,23,22/02/2026 15:30,Estádio Municipal de Arouca,FC Arouca,CD Nacional,
205,23,22/02/2026 15:30,Estádio do Dragão,FC Porto,Rio Ave FC,
206,23,22/02/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,Sporting CP,
207,23,22/02/2026 15:30,Estádio Municipal de Braga,SC Braga,Vitória SC,
208,24,01/03/2026 15:30,Estádio José Alvalade,Sporting CP,Estoril Praia,
209,24,01/03/2026 15:30,Estádio D. Afonso Henriques,Vitória SC,FC Alverca,
210,24,01/03/2026 15:30,Estádio do Dragão,FC Porto,FC Arouca,
211,24,01/03/2026 15:30,Estádio do Rio Ave FC,Rio Ave FC,FC Famalicão,
212,24,01/03/2026 15:30,Estádio João Cardoso,CD Tondela,Santa Clara,
213,24,01/03/2026 15:30,Estádio da Madeira,CD Nacional,SC Braga,
214,24,01/03/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente FC,SL Benfica,
215,24,01/03/2026 15:30,Estádio do CD Aves,AFS,Estrela Amadora,
216,24,01/03/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,Moreirense FC,
217,25,08/03/2026 15:30,Complexo Desportivo FC Alverca,FC Alverca,AFS,
218,25,08/03/2026 15:30,Estadio António Coimbra da Mota,Estoril Praia,Casa Pia AC,
219,25,08/03/2026 15:30,Estádio Municipal de Famalicão,FC Famalicão,FC Arouca,
220,25,08/03/2026 15:30,Estádio João Cardoso,CD Tondela,Rio Ave FC,
221,25,08/03/2026 15:30,Estádio José Gomes,Estrela Amadora,Gil Vicente FC,
222,25,08/03/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,CD Nacional,
223,25,08/03/2026 15:30,Estádio de São Miguel,Santa Clara,Vitória SC,
224,25,08/03/2026 15:30,Estádio Municipal de Braga,SC Braga,Sporting CP,
225,25,08/03/2026 15:30,Estádio da Luz,SL Benfica,FC Porto,
226,26,15/03/2026 15:30,Estádio da Madeira,CD Nacional,Estoril Praia,
227,26,15/03/2026 15:30,Estádio do Rio Ave FC,Rio Ave FC,Estrela Amadora,
228,26,15/03/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente FC,FC Alverca,
229,26,15/03/2026 15:30,Estádio D. Afonso Henriques,Vitória SC,FC Famalicão,
230,26,15/03/2026 15:30,Estádio do Dragão,FC Porto,Moreirense FC,
231,26,15/03/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,SC Braga,
232,26,15/03/2026 15:30,Estádio do CD Aves,AFS,Santa Clara,
233,26,15/03/2026 15:30,Estádio Municipal de Arouca,FC Arouca,SL Benfica,
234,26,15/03/2026 15:30,Estádio José Alvalade,Sporting CP,CD Tondela,
235,27,22/03/2026 15:30,Estádio João Cardoso,CD Tondela,AFS,
236,27,22/03/2026 15:30,Estádio José Gomes,Estrela Amadora,Casa Pia AC,
237,27,22/03/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,FC Arouca,
238,27,22/03/2026 15:30,Estadio António Coimbra da Mota,Estoril Praia,Rio Ave FC,
239,27,22/03/2026 15:30,Complexo Desportivo FC Alverca,FC Alverca,Sporting CP,
240,27,22/03/2026 15:30,Estádio Municipal de Famalicão,FC Famalicão,CD Nacional,
241,27,22/03/2026 15:30,Estádio de São Miguel,Santa Clara,Gil Vicente FC,
242,27,22/03/2026 15:30,Estádio Municipal de Braga,SC Braga,FC Porto,
243,27,22/03/2026 15:30,Estádio da Luz,SL Benfica,Vitória SC,
244,28,03/04/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente FC,AFS,
245,28,03/04/2026 15:30,Estádio da Madeira,CD Nacional,Estrela Amadora,
246,28,03/04/2026 15:30,Estádio do Rio Ave FC,Rio Ave FC,FC Alverca,
247,28,03/04/2026 15:30,Estádio do Dragão,FC Porto,FC Famalicão,
248,28,03/04/2026 15:30,Estádio José Alvalade,Sporting CP,Santa Clara,
249,28,03/04/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,SC Braga,
250,28,03/04/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,SL Benfica,
251,28,03/04/2026 15:30,Estádio Municipal de Arouca,FC Arouca,Estoril Praia,
252,28,03/04/2026 15:30,Estádio D. Afonso Henriques,Vitória SC,CD Tondela,
253,29,11/04/2026 15:30,Estádio Municipal de Braga,SC Braga,FC Arouca,
254,29,11/04/2026 15:30,Estádio João Cardoso,CD Tondela,Gil Vicente FC,
255,29,11/04/2026 15:30,Estádio do CD Aves,AFS,Vitória SC,
256,29,11/04/2026 15:30,Estadio António Coimbra da Mota,Estoril Praia,FC Porto,
257,29,11/04/2026 15:30,Estádio José Gomes,Estrela Amadora,Sporting CP,
258,29,11/04/2026 15:30,Complexo Desportivo FC Alverca,FC Alverca,Casa Pia AC,
259,29,11/04/2026 15:30,Estádio Municipal de Famalicão,FC Famalicão,Moreirense FC,
260,29,11/04/2026 15:30,Estádio de São Miguel,Santa Clara,Rio Ave FC,
261,29,11/04/2026 15:30,Estádio da Luz,SL Benfica,CD Nacional,
262,30,18/04/2026 15:30,Estádio do Rio Ave FC,Rio Ave FC,AFS,
263,30,18/04/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,Estoril Praia,
264,30,18/04/2026 15:30,Estádio da Madeira,CD Nacional,FC Alverca,
265,30,18/04/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,Santa Clara,
266,30,18/04/2026 15:30,Estádio José Alvalade,Sporting CP,SL Benfica,
267,30,18/04/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente FC,Vitória SC,
268,30,18/04/2026 15:30,Estádio Municipal de Arouca,FC Arouca,Estrela Amadora,
269,30,18/04/2026 15:30,Estádio do Dragão,FC Porto,CD Tondela,
270,30,18/04/2026 15:30,Estádio Municipal de Braga,SC Braga,FC Famalicão,
271,31,25/04/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente FC,Casa Pia AC,
272,31,25/04/2026 15:30,Estádio João Cardoso,CD Tondela,CD Nacional,
273,31,25/04/2026 15:30,Estádio de São Miguel,Santa Clara,SC Braga,
274,31,25/04/2026 15:30,Estádio do CD Aves,AFS,Sporting CP,
275,31,25/04/2026 15:30,Estadio António Coimbra da Mota,Estoril Praia,FC Famalicão,
276,31,25/04/2026 15:30,Estádio José Gomes,Estrela Amadora,FC Porto,
277,31,25/04/2026 15:30,Complexo Desportivo FC Alverca,FC Alverca,FC Arouca,
278,31,25/04/2026 15:30,Estádio da Luz,SL Benfica,Moreirense FC,
279,31,25/04/2026 15:30,Estádio D. Afonso Henriques,Vitória SC,Rio Ave FC,
280,32,02/05/2026 15:30,Estádio da Madeira,CD Nacional,AFS,
281,32,02/05/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,Estrela Amadora,
282,32,02/05/2026 15:30,Estádio do Dragão,FC Porto,FC Alverca,
283,32,02/05/2026 15:30,Estádio do Rio Ave FC,Rio Ave FC,Gil Vicente FC,
284,32,02/05/2026 15:30,Estádio Municipal de Famalicão,FC Famalicão,SL Benfica,
285,32,02/05/2026 15:30,Estádio José Alvalade,Sporting CP,Vitória SC,
286,32,02/05/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,CD Tondela,
287,32,02/05/2026 15:30,Estádio Municipal de Arouca,FC Arouca,Santa Clara,
288,32,02/05/2026 15:30,Estádio Municipal de Braga,SC Braga,Estoril Praia,
289,33,09/05/2026 15:30,Estádio D. Afonso Henriques,Vitória SC,Casa Pia AC,
290,33,09/05/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente FC,FC Arouca,
291,33,09/05/2026 15:30,Estádio João Cardoso,CD Tondela,Moreirense FC,
292,33,09/05/2026 15:30,Estádio do CD Aves,AFS,FC Porto,
293,33,09/05/2026 15:30,Estádio José Gomes,Estrela Amadora,FC Famalicão,
294,33,09/05/2026 15:30,Complexo Desportivo FC Alverca,FC Alverca,Estoril Praia,
295,33,09/05/2026 15:30,Estádio do Rio Ave FC,Rio Ave FC,Sporting CP,
296,33,09/05/2026 15:30,Estádio de São Miguel,Santa Clara,CD Nacional,
297,33,09/05/2026 15:30,Estádio da Luz,SL Benfica,SC Braga,
298,34,16/05/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense FC,AFS,
299,34,16/05/2026 15:30,Estádio Municipal de Famalicão,FC Famalicão,FC Alverca,
300,34,16/05/2026 15:30,Estádio José Alvalade,Sporting CP,Gil Vicente FC,
301,34,16/05/2026 15:30,Estádio do Dragão,FC Porto,Santa Clara,
302,34,16/05/2026 15:30,Estadio António Coimbra da Mota,Estoril Praia,SL Benfica,
303,34,16/05/2026 15:30,Estádio da Madeira,CD Nacional,Vitória SC,
304,34,16/05/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia AC,Rio Ave FC,
305,34,16/05/2026 15:30,Estádio Municipal de Arouca,FC Arouca,CD Tondela,
306,34,16/05/2026 15:30,Estádio Municipal de Braga,SC Braga,Estrela Amadora,
